City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,touros,-5.1989,-35.4608,25.1,79,6,5.73,BR,2023-07-17 21:51:12
285,puerto deseado,-47.7503,-65.8938,1.89,51,0,4.66,AR,2023-07-17 21:51:12
286,allapalli,19.4167,80.0667,23.94,98,100,3.87,IN,2023-07-17 21:51:13
287,mili,6.0815,171.735,27.96,78,38,5.99,MH,2023-07-17 21:51:13
288,la'ie,21.6477,-157.9253,30.98,70,21,4.47,US,2023-07-17 21:51:13
289,yakeshi,49.2833,120.7333,18.73,79,26,1.89,CN,2023-07-17 21:51:13
290,rockland,41.1668,-74.0496,31.92,59,85,3.24,US,2023-07-17 21:51:14
291,petropavlovsk-kamchatsky,53.0452,158.6483,18.33,82,40,2.0,RU,2023-07-17 21:51:14
292,esperanza,19.5847,-70.9849,32.32,70,39,4.02,DO,2023-07-17 21:51:14
293,lompoc,34.6391,-120.4579,25.52,71,75,3.6,US,2023-07-17 21:51:14
294,natal,-5.795,-35.2094,25.36,83,20,4.12,BR,2023-07-17 21:47:09
295,ponta delgada,37.7333,-25.6667,20.4,73,40,3.09,PT,2023-07-17 21:47:27
296,sheridan,44.8333,-106.9173,29.21,45,0,6.69,US,2023-07-17 21:51:15
297,manikpur,25.0667,81.1167,29.88,64,99,1.54,IN,2023-07-17 21:51:15
298,el alto,-4.2714,-81.2147,25.81,72,12,8.54,PE,2023-07-17 21:51:15
